player_name,fantasy_score,venue,opposition_team,player_team_first_role
Mujeeb Ur Rahman,41,M.Chinnaswamy Stadium,Royal Challengers Bangalore,batting
MA Agarwal,18,M.Chinnaswamy Stadium,Royal Challengers Bangalore,batting
SN Khan,16,M.Chinnaswamy Stadium,Kings XI Punjab,bowling
R Ashwin,96,M.Chinnaswamy Stadium,Royal Challengers Bangalore,batting
AB de Villiers,65,M.Chinnaswamy Stadium,Kings XI Punjab,bowling
KL Rahul,55,M.Chinnaswamy Stadium,Royal Challengers Bangalore,batting
UT Yadav,91,M.Chinnaswamy Stadium,Kings XI Punjab,bowling
AJ Finch,0,M.Chinnaswamy Stadium,Royal Challengers Bangalore,batting
Washington Sundar,61,M.Chinnaswamy Stadium,Kings XI Punjab,bowling
Mandeep Singh,21,M.Chinnaswamy Stadium,Kings XI Punjab,bowling
BB McCullum,0,M.Chinnaswamy Stadium,Kings XI Punjab,bowling
K Khejroliya,66,M.Chinnaswamy Stadium,Kings XI Punjab,bowling
MP Stoinis,11,M.Chinnaswamy Stadium,Royal Challengers Bangalore,batting
Yuvraj Singh,5,M.Chinnaswamy Stadium,Royal Challengers Bangalore,batting
Q de Kock,98,M.Chinnaswamy Stadium,Kings XI Punjab,bowling
V Kohli,33,M.Chinnaswamy Stadium,Kings XI Punjab,bowling
YS Chahal,25,M.Chinnaswamy Stadium,Kings XI Punjab,bowling
KK Nair,46,M.Chinnaswamy Stadium,Royal Challengers Bangalore,batting
AJ Tye,55,M.Chinnaswamy Stadium,Royal Challengers Bangalore,batting
AR Patel,27,M.Chinnaswamy Stadium,Royal Challengers Bangalore,batting
CR Woakes,51,M.Chinnaswamy Stadium,Kings XI Punjab,bowling
Ishan Kishan,53,Wankhede Stadium,Delhi Daredevils,batting
HH Pandya,2,Wankhede Stadium,Delhi Daredevils,batting
SS Iyer,40,Wankhede Stadium,Mumbai Indians,bowling
JJ Roy,121,Wankhede Stadium,Mumbai Indians,bowling
RR Pant,57,Wankhede Stadium,Mumbai Indians,bowling
DT Christian,66,Wankhede Stadium,Mumbai Indians,bowling
Mustafizur Rahman,25,Wankhede Stadium,Delhi Daredevils,batting
GJ Maxwell,16,Wankhede Stadium,Mumbai Indians,bowling
KH Pandya,60,Wankhede Stadium,Delhi Daredevils,batting
M Markande,2,Wankhede Stadium,Delhi Daredevils,batting
Mohammed Shami,25,Wankhede Stadium,Mumbai Indians,bowling
S Nadeem,0,Wankhede Stadium,Mumbai Indians,bowling
JJ Bumrah,0,Wankhede Stadium,Delhi Daredevils,batting
G Gambhir,17,Wankhede Stadium,Mumbai Indians,bowling
R Tewatia,66,Wankhede Stadium,Mumbai Indians,bowling
RG Sharma,26,Wankhede Stadium,Delhi Daredevils,batting
A Dananjaya,4,Wankhede Stadium,Delhi Daredevils,batting
SA Yadav,62,Wankhede Stadium,Delhi Daredevils,batting
TA Boult,50,Wankhede Stadium,Mumbai Indians,bowling
KA Pollard,8,Wankhede Stadium,Delhi Daredevils,batting
E Lewis,52,Wankhede Stadium,Delhi Daredevils,batting
DJ Hooda,5,Eden Gardens,Kolkata Knight Riders,bowling
Shakib Al Hasan,89,Eden Gardens,Kolkata Knight Riders,bowling
S Kaul,25,Eden Gardens,Kolkata Knight Riders,bowling
SP Narine,66,Eden Gardens,Sunrisers Hyderabad,batting
AD Russell,19,Eden Gardens,Sunrisers Hyderabad,batting
MK Pandey,20,Eden Gardens,Kolkata Knight Riders,bowling
Kuldeep Yadav,33,Eden Gardens,Sunrisers Hyderabad,batting
YK Pathan,19,Eden Gardens,Kolkata Knight Riders,bowling
B Stanlake,50,Eden Gardens,Kolkata Knight Riders,bowling
KD Karthik,35,Eden Gardens,Sunrisers Hyderabad,batting
CA Lynn,58,Eden Gardens,Sunrisers Hyderabad,batting
B Kumar,83,Eden Gardens,Kolkata Knight Riders,bowling
Shubman Gill,3,Eden Gardens,Sunrisers Hyderabad,batting
MG Johnson,29,Eden Gardens,Sunrisers Hyderabad,batting
Rashid Khan,0,Eden Gardens,Kolkata Knight Riders,bowling
Shivam Mavi,7,Eden Gardens,Sunrisers Hyderabad,batting
S Dhawan,6,Eden Gardens,Kolkata Knight Riders,bowling
KS Williamson,64,Eden Gardens,Kolkata Knight Riders,bowling
RV Uthappa,3,Eden Gardens,Sunrisers Hyderabad,batting
N Rana,22,Eden Gardens,Sunrisers Hyderabad,batting
PP Chawla,33,Eden Gardens,Sunrisers Hyderabad,batting
WP Saha,39,Eden Gardens,Kolkata Knight Riders,bowling
B Laughlin,25,M.Chinnaswamy Stadium,Royal Challengers Bangalore,batting
DJM Short,43,M.Chinnaswamy Stadium,Royal Challengers Bangalore,batting
AM Rahane,38,M.Chinnaswamy Stadium,Royal Challengers Bangalore,batting
K Gowtham,25,M.Chinnaswamy Stadium,Royal Challengers Bangalore,batting
JD Unadkat,16,M.Chinnaswamy Stadium,Royal Challengers Bangalore,batting
AB de Villiers,21,M.Chinnaswamy Stadium,Rajasthan Royals,bowling
P Negi,3,M.Chinnaswamy Stadium,Rajasthan Royals,bowling
BA Stokes,68,M.Chinnaswamy Stadium,Royal Challengers Bangalore,batting
UT Yadav,8,M.Chinnaswamy Stadium,Rajasthan Royals,bowling
Washington Sundar,38,M.Chinnaswamy Stadium,Rajasthan Royals,bowling
Mandeep Singh,53,M.Chinnaswamy Stadium,Rajasthan Royals,bowling
BB McCullum,5,M.Chinnaswamy Stadium,Rajasthan Royals,bowling
JC Buttler,31,M.Chinnaswamy Stadium,Royal Challengers Bangalore,batting
K Khejroliya,0,M.Chinnaswamy Stadium,Rajasthan Royals,bowling
DS Kulkarni,0,M.Chinnaswamy Stadium,Royal Challengers Bangalore,batting
V Kohli,74,M.Chinnaswamy Stadium,Rajasthan Royals,bowling
Q de Kock,36,M.Chinnaswamy Stadium,Rajasthan Royals,bowling
SV Samson,110,M.Chinnaswamy Stadium,Royal Challengers Bangalore,batting
YS Chahal,58,M.Chinnaswamy Stadium,Rajasthan Royals,bowling
CR Woakes,50,M.Chinnaswamy Stadium,Rajasthan Royals,bowling
S Gopal,50,M.Chinnaswamy Stadium,Royal Challengers Bangalore,batting
RA Tripathi,17,M.Chinnaswamy Stadium,Royal Challengers Bangalore,batting
MS Dhoni,103,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,bowling
M Vijay,10,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,bowling
CH Gayle,76,Punjab Cricket Association IS Bindra Stadium,Chennai Super Kings,batting
MM Sharma,25,Punjab Cricket Association IS Bindra Stadium,Chennai Super Kings,batting
Mujeeb Ur Rahman,0,Punjab Cricket Association IS Bindra Stadium,Chennai Super Kings,batting
SR Watson,36,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,bowling
MA Agarwal,35,Punjab Cricket Association IS Bindra Stadium,Chennai Super Kings,batting
R Ashwin,57,Punjab Cricket Association IS Bindra Stadium,Chennai Super Kings,batting
RA Jadeja,34,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,bowling
KL Rahul,44,Punjab Cricket Association IS Bindra Stadium,Chennai Super Kings,batting
AJ Finch,0,Punjab Cricket Association IS Bindra Stadium,Chennai Super Kings,batting
BB Sran,41,Punjab Cricket Association IS Bindra Stadium,Chennai Super Kings,batting
Yuvraj Singh,24,Punjab Cricket Association IS Bindra Stadium,Chennai Super Kings,batting
DL Chahar,0,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,bowling
KK Nair,33,Punjab Cricket Association IS Bindra Stadium,Chennai Super Kings,batting
AJ Tye,53,Punjab Cricket Association IS Bindra Stadium,Chennai Super Kings,batting
AT Rayudu,52,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,bowling
Imran Tahir,66,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,bowling
Harbhajan Singh,25,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,bowling
SN Thakur,50,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,bowling
DJ Bravo,34,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,bowling
SW Billings,10,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,bowling
SS Iyer,5,Eden Gardens,Kolkata Knight Riders,bowling
JJ Roy,7,Eden Gardens,Kolkata Knight Riders,bowling
RR Pant,48,Eden Gardens,Kolkata Knight Riders,bowling
V Shankar,2,Eden Gardens,Kolkata Knight Riders,bowling
SP Narine,92,Eden Gardens,Delhi Daredevils,batting
AD Russell,94,Eden Gardens,Delhi Daredevils,batting
Kuldeep Yadav,75,Eden Gardens,Delhi Daredevils,batting
GJ Maxwell,72,Eden Gardens,Kolkata Knight Riders,bowling
KD Karthik,41,Eden Gardens,Delhi Daredevils,batting
TA Boult,66,Eden Gardens,Kolkata Knight Riders,bowling
CA Lynn,37,Eden Gardens,Delhi Daredevils,batting
Mohammed Shami,33,Eden Gardens,Kolkata Knight Riders,bowling
S Nadeem,31,Eden Gardens,Kolkata Knight Riders,bowling
Shubman Gill,5,Eden Gardens,Delhi Daredevils,batting
G Gambhir,17,Eden Gardens,Kolkata Knight Riders,bowling
R Tewatia,76,Eden Gardens,Kolkata Knight Riders,bowling
CH Morris,60,Eden Gardens,Kolkata Knight Riders,bowling
TK Curran,27,Eden Gardens,Delhi Daredevils,batting
Shivam Mavi,33,Eden Gardens,Delhi Daredevils,batting
RV Uthappa,51,Eden Gardens,Delhi Daredevils,batting
N Rana,78,Eden Gardens,Delhi Daredevils,batting
PP Chawla,33,Eden Gardens,Delhi Daredevils,batting
Ishan Kishan,20,Wankhede Stadium,Royal Challengers Bangalore,batting
HH Pandya,30,Wankhede Stadium,Royal Challengers Bangalore,batting
SN Khan,6,Wankhede Stadium,Mumbai Indians,bowling
Mustafizur Rahman,0,Wankhede Stadium,Royal Challengers Bangalore,batting
AB de Villiers,9,Wankhede Stadium,Mumbai Indians,bowling
UT Yadav,67,Wankhede Stadium,Mumbai Indians,bowling
Washington Sundar,6,Wankhede Stadium,Mumbai Indians,bowling
Mandeep Singh,11,Wankhede Stadium,Mumbai Indians,bowling
KH Pandya,99,Wankhede Stadium,Royal Challengers Bangalore,batting
M Markande,25,Wankhede Stadium,Royal Challengers Bangalore,batting
Mohammed Siraj,10,Wankhede Stadium,Mumbai Indians,bowling
V Kohli,107,Wankhede Stadium,Mumbai Indians,bowling
Q de Kock,27,Wankhede Stadium,Mumbai Indians,bowling
JJ Bumrah,50,Wankhede Stadium,Royal Challengers Bangalore,batting
RG Sharma,116,Wankhede Stadium,Royal Challengers Bangalore,batting
YS Chahal,0,Wankhede Stadium,Mumbai Indians,bowling
SA Yadav,8,Wankhede Stadium,Royal Challengers Bangalore,batting
CR Woakes,46,Wankhede Stadium,Mumbai Indians,bowling
CJ Anderson,75,Wankhede Stadium,Mumbai Indians,bowling
MJ McClenaghan,56,Wankhede Stadium,Royal Challengers Bangalore,batting
KA Pollard,3,Wankhede Stadium,Royal Challengers Bangalore,batting
E Lewis,77,Wankhede Stadium,Royal Challengers Bangalore,batting
B Laughlin,0,Sawai Mansingh Stadium,Kolkata Knight Riders,batting
DJM Short,49,Sawai Mansingh Stadium,Kolkata Knight Riders,batting
AM Rahane,43,Sawai Mansingh Stadium,Kolkata Knight Riders,batting
K Gowtham,72,Sawai Mansingh Stadium,Kolkata Knight Riders,batting
SP Narine,40,Sawai Mansingh Stadium,Rajasthan Royals,bowling
Kuldeep Yadav,33,Sawai Mansingh Stadium,Rajasthan Royals,bowling
AD Russell,8,Sawai Mansingh Stadium,Rajasthan Royals,bowling
JD Unadkat,0,Sawai Mansingh Stadium,Kolkata Knight Riders,batting
BA Stokes,24,Sawai Mansingh Stadium,Kolkata Knight Riders,batting
KD Karthik,68,Sawai Mansingh Stadium,Rajasthan Royals,bowling
CA Lynn,0,Sawai Mansingh Stadium,Rajasthan Royals,bowling
DS Kulkarni,3,Sawai Mansingh Stadium,Kolkata Knight Riders,batting
JC Buttler,20,Sawai Mansingh Stadium,Kolkata Knight Riders,batting
SV Samson,8,Sawai Mansingh Stadium,Kolkata Knight Riders,batting
Shivam Mavi,58,Sawai Mansingh Stadium,Rajasthan Royals,bowling
TK Curran,58,Sawai Mansingh Stadium,Rajasthan Royals,bowling
S Gopal,25,Sawai Mansingh Stadium,Kolkata Knight Riders,batting
RV Uthappa,56,Sawai Mansingh Stadium,Rajasthan Royals,bowling
N Rana,103,Sawai Mansingh Stadium,Rajasthan Royals,bowling
PP Chawla,25,Sawai Mansingh Stadium,Rajasthan Royals,bowling
RA Tripathi,17,Sawai Mansingh Stadium,Kolkata Knight Riders,batting
DJ Hooda,13,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,bowling
Shakib Al Hasan,23,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,bowling
CH Gayle,119,Punjab Cricket Association IS Bindra Stadium,Sunrisers Hyderabad,batting
S Kaul,25,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,bowling
MM Sharma,66,Punjab Cricket Association IS Bindra Stadium,Sunrisers Hyderabad,batting
MK Pandey,52,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,bowling
Mujeeb Ur Rahman,0,Punjab Cricket Association IS Bindra Stadium,Sunrisers Hyderabad,batting
MA Agarwal,22,Punjab Cricket Association IS Bindra Stadium,Sunrisers Hyderabad,batting
R Ashwin,0,Punjab Cricket Association IS Bindra Stadium,Sunrisers Hyderabad,batting
YK Pathan,22,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,bowling
KL Rahul,21,Punjab Cricket Association IS Bindra Stadium,Sunrisers Hyderabad,batting
AJ Finch,25,Punjab Cricket Association IS Bindra Stadium,Sunrisers Hyderabad,batting
BB Sran,25,Punjab Cricket Association IS Bindra Stadium,Sunrisers Hyderabad,batting
Rashid Khan,33,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,bowling
KK Nair,34,Punjab Cricket Association IS Bindra Stadium,Sunrisers Hyderabad,batting
AJ Tye,50,Punjab Cricket Association IS Bindra Stadium,Sunrisers Hyderabad,batting
S Dhawan,8,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,bowling
CJ Jordan,0,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,bowling
KS Williamson,57,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,bowling
B Kumar,25,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,bowling
WP Saha,5,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,bowling
H Klaasen,8,Maharashtra Cricket Association Stadium,Chennai Super Kings,bowling
MS Dhoni,22,Maharashtra Cricket Association Stadium,Rajasthan Royals,batting
RA Tripathi,1,Maharashtra Cricket Association Stadium,Chennai Super Kings,bowling
AM Rahane,15,Maharashtra Cricket Association Stadium,Chennai Super Kings,bowling
K Gowtham,17,Maharashtra Cricket Association Stadium,Chennai Super Kings,bowling
SR Watson,148,Maharashtra Cricket Association Stadium,Rajasthan Royals,batting
JD Unadkat,19,Maharashtra Cricket Association Stadium,Chennai Super Kings,bowling
RA Jadeja,2,Maharashtra Cricket Association Stadium,Rajasthan Royals,batting
SN Thakur,58,Maharashtra Cricket Association Stadium,Rajasthan Royals,batting
BA Stokes,56,Maharashtra Cricket Association Stadium,Chennai Super Kings,bowling
SK Raina,51,Maharashtra Cricket Association Stadium,Rajasthan Royals,batting
JC Buttler,35,Maharashtra Cricket Association Stadium,Chennai Super Kings,bowling
KV Sharma,66,Maharashtra Cricket Association Stadium,Rajasthan Royals,batting
DL Chahar,58,Maharashtra Cricket Association Stadium,Rajasthan Royals,batting
SV Samson,2,Maharashtra Cricket Association Stadium,Chennai Super Kings,bowling
Imran Tahir,33,Maharashtra Cricket Association Stadium,Rajasthan Royals,batting
AT Rayudu,14,Maharashtra Cricket Association Stadium,Rajasthan Royals,batting
S Gopal,83,Maharashtra Cricket Association Stadium,Chennai Super Kings,bowling
B Laughlin,50,Maharashtra Cricket Association Stadium,Chennai Super Kings,bowling
DJ Bravo,74,Maharashtra Cricket Association Stadium,Rajasthan Royals,batting
SW Billings,19,Maharashtra Cricket Association Stadium,Rajasthan Royals,batting
STR Binny,11,Maharashtra Cricket Association Stadium,Chennai Super Kings,bowling
CH Gayle,77,Eden Gardens,Kolkata Knight Riders,bowling
SP Narine,24,Eden Gardens,Kings XI Punjab,batting
AD Russell,10,Eden Gardens,Kings XI Punjab,batting
Mujeeb Ur Rahman,50,Eden Gardens,Kolkata Knight Riders,bowling
Kuldeep Yadav,0,Eden Gardens,Kings XI Punjab,batting
MA Agarwal,2,Eden Gardens,Kolkata Knight Riders,bowling
R Ashwin,25,Eden Gardens,Kolkata Knight Riders,bowling
KL Rahul,79,Eden Gardens,Kolkata Knight Riders,bowling
KD Karthik,45,Eden Gardens,Kings XI Punjab,batting
CA Lynn,88,Eden Gardens,Kings XI Punjab,batting
Shubman Gill,12,Eden Gardens,Kings XI Punjab,batting
BB Sran,50,Eden Gardens,Kolkata Knight Riders,bowling
Yuvraj Singh,0,Eden Gardens,Kolkata Knight Riders,bowling
TK Curran,9,Eden Gardens,Kings XI Punjab,batting
Shivam Mavi,0,Eden Gardens,Kings XI Punjab,batting
KK Nair,24,Eden Gardens,Kolkata Knight Riders,bowling
AS Rajpoot,8,Eden Gardens,Kolkata Knight Riders,bowling
AJ Tye,58,Eden Gardens,Kolkata Knight Riders,bowling
RV Uthappa,39,Eden Gardens,Kings XI Punjab,batting
N Rana,3,Eden Gardens,Kings XI Punjab,batting
PP Chawla,0,Eden Gardens,Kings XI Punjab,batting
SS Iyer,62,M.Chinnaswamy Stadium,Royal Challengers Bangalore,batting
JJ Roy,9,M.Chinnaswamy Stadium,Royal Challengers Bangalore,batting
RR Pant,97,M.Chinnaswamy Stadium,Royal Challengers Bangalore,batting
AB de Villiers,114,M.Chinnaswamy Stadium,Delhi Daredevils,bowling
GJ Maxwell,29,M.Chinnaswamy Stadium,Royal Challengers Bangalore,batting
UT Yadav,25,M.Chinnaswamy Stadium,Delhi Daredevils,bowling
Washington Sundar,25,M.Chinnaswamy Stadium,Delhi Daredevils,bowling
Mandeep Singh,18,M.Chinnaswamy Stadium,Delhi Daredevils,bowling
S Nadeem,25,M.Chinnaswamy Stadium,Royal Challengers Bangalore,batting
Mohammed Siraj,16,M.Chinnaswamy Stadium,Delhi Daredevils,bowling
V Kohli,34,M.Chinnaswamy Stadium,Delhi Daredevils,bowling
Q de Kock,21,M.Chinnaswamy Stadium,Delhi Daredevils,bowling
G Gambhir,1,M.Chinnaswamy Stadium,Royal Challengers Bangalore,batting
R Tewatia,12,M.Chinnaswamy Stadium,Royal Challengers Bangalore,batting
CH Morris,0,M.Chinnaswamy Stadium,Royal Challengers Bangalore,batting
YS Chahal,66,M.Chinnaswamy Stadium,Delhi Daredevils,bowling
M Vohra,0,M.Chinnaswamy Stadium,Delhi Daredevils,bowling
CR Woakes,0,M.Chinnaswamy Stadium,Delhi Daredevils,bowling
CJ Anderson,42,M.Chinnaswamy Stadium,Delhi Daredevils,bowling
TA Boult,41,M.Chinnaswamy Stadium,Royal Challengers Bangalore,batting
HV Patel,25,M.Chinnaswamy Stadium,Royal Challengers Bangalore,batting
MS Dhoni,30,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,batting
DJ Hooda,9,Rajiv Gandhi International Stadium,Chennai Super Kings,bowling
Shakib Al Hasan,28,Rajiv Gandhi International Stadium,Chennai Super Kings,bowling
S Kaul,25,Rajiv Gandhi International Stadium,Chennai Super Kings,bowling
MK Pandey,0,Rajiv Gandhi International Stadium,Chennai Super Kings,bowling
SR Watson,17,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,batting
RA Jadeja,16,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,batting
YK Pathan,52,Rajiv Gandhi International Stadium,Chennai Super Kings,bowling
SK Raina,77,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,batting
F du Plessis,12,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,batting
B Kumar,25,Rajiv Gandhi International Stadium,Chennai Super Kings,bowling
RK Bhui,0,Rajiv Gandhi International Stadium,Chennai Super Kings,bowling
KV Sharma,33,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,batting
Rashid Khan,47,Rajiv Gandhi International Stadium,Chennai Super Kings,bowling
AT Rayudu,92,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,batting
KS Williamson,98,Rajiv Gandhi International Stadium,Chennai Super Kings,bowling
SN Thakur,25,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,batting
DJ Bravo,25,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,batting
DL Chahar,75,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,batting
B Stanlake,0,Rajiv Gandhi International Stadium,Chennai Super Kings,bowling
WP Saha,25,Rajiv Gandhi International Stadium,Chennai Super Kings,bowling
H Klaasen,8,Sawai Mansingh Stadium,Mumbai Indians,bowling
Ishan Kishan,76,Sawai Mansingh Stadium,Rajasthan Royals,batting
HH Pandya,71,Sawai Mansingh Stadium,Rajasthan Royals,batting
AM Rahane,15,Sawai Mansingh Stadium,Mumbai Indians,bowling
K Gowtham,41,Sawai Mansingh Stadium,Mumbai Indians,bowling
JD Unadkat,50,Sawai Mansingh Stadium,Mumbai Indians,bowling
Mustafizur Rahman,25,Sawai Mansingh Stadium,Rajasthan Royals,batting
BA Stokes,41,Sawai Mansingh Stadium,Mumbai Indians,bowling
KH Pandya,41,Sawai Mansingh Stadium,Rajasthan Royals,batting
M Markande,0,Sawai Mansingh Stadium,Rajasthan Royals,batting
DS Kulkarni,58,Sawai Mansingh Stadium,Mumbai Indians,bowling
JC Buttler,22,Sawai Mansingh Stadium,Mumbai Indians,bowling
KA Pollard,22,Sawai Mansingh Stadium,Rajasthan Royals,batting
JJ Bumrah,58,Sawai Mansingh Stadium,Rajasthan Royals,batting
SV Samson,54,Sawai Mansingh Stadium,Mumbai Indians,bowling
JC Archer,98,Sawai Mansingh Stadium,Mumbai Indians,bowling
RG Sharma,0,Sawai Mansingh Stadium,Rajasthan Royals,batting
SA Yadav,84,Sawai Mansingh Stadium,Rajasthan Royals,batting
S Gopal,0,Sawai Mansingh Stadium,Mumbai Indians,bowling
MJ McClenaghan,25,Sawai Mansingh Stadium,Rajasthan Royals,batting
RA Tripathi,8,Sawai Mansingh Stadium,Mumbai Indians,bowling
E Lewis,0,Sawai Mansingh Stadium,Rajasthan Royals,batting
SS Iyer,78,Arun Jaitley Stadium,Kings XI Punjab,bowling
